"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Dec 24 10:02:19 UTC 2025","Wed Dec 24 10:02:19 UTC 2025","0","tests","test_accessibility","TestAccessibility","","","test_screen_reader_compatibility","Test screen reader compatibility."
"broken","Wed Dec 24 10:02:17 UTC 2025","Wed Dec 24 10:02:17 UTC 2025","0","tests","test_accessibility","TestAccessibility","","","test_keyboard_navigation","Test keyboard navigation."
"broken","Wed Dec 24 10:02:59 UTC 2025","Wed Dec 24 10:02:59 UTC 2025","0","tests","test_edge_cases","TestEdgeCases","","","test_special_characters_in_email","Test email with special characters."
"broken","Wed Dec 24 10:04:37 UTC 2025","Wed Dec 24 10:04:37 UTC 2025","0","tests","test_username_password_normalization","TestUsernamePasswordNormalization","","","test_various_username_password_combinations[  shashwatrane@codezyng.com  -test1234-True]","Test various combinations of username and password normalization."
"broken","Wed Dec 24 10:04:41 UTC 2025","Wed Dec 24 10:04:41 UTC 2025","0","tests","test_users","TestUsers","","","test_users_search_functionality","Test search functionality on users page."
"broken","Wed Dec 24 10:03:27 UTC 2025","Wed Dec 24 10:03:27 UTC 2025","0","tests","test_pagination_comprehensive","TestPaginationComprehensive","","","test_pagination_disabled_on_first_page","Test pagination buttons are disabled on first page."
"broken","Wed Dec 24 10:04:48 UTC 2025","Wed Dec 24 10:04:48 UTC 2025","0","tests","test_users_crud_comprehensive","TestUsersCRUDComprehensive","","","test_add_new_user_complete_form","Test adding a new user with complete form.

        Steps:
        1. Navigate to Users page
        2. Open Create User form and fill all fields
        3. Save and search for the created user
        Expected: user appears in search results.
        "
"broken","Wed Dec 24 10:03:14 UTC 2025","Wed Dec 24 10:03:14 UTC 2025","0","tests","test_invalid_login","TestInvalidLogin","","","test_login_with_whitespace_only","Test login with whitespace-only credentials."
"broken","Wed Dec 24 10:04:16 UTC 2025","Wed Dec 24 10:04:16 UTC 2025","0","tests","test_tasks_comprehensive","TestTasksComprehensive","","","test_remove_delete_task","Test removing/deleting a task."
"broken","Wed Dec 24 10:03:55 UTC 2025","Wed Dec 24 10:03:55 UTC 2025","0","tests","test_search_comprehensive","TestSearchComprehensive","","","test_search_branches_by_name","Test searching branches by name."
"broken","Wed Dec 24 10:02:58 UTC 2025","Wed Dec 24 10:02:58 UTC 2025","0","tests","test_data_validation","TestDataValidation","","","test_case_sensitivity_validation","Test case sensitivity - username is case-insensitive, password is case-sensitive."
"broken","Wed Dec 24 10:04:08 UTC 2025","Wed Dec 24 10:04:08 UTC 2025","0","tests","test_tasks","TestTasks","","","test_tasks_filter_by_priority","Test filtering tasks by priority."
"broken","Wed Dec 24 10:04:50 UTC 2025","Wed Dec 24 10:04:50 UTC 2025","0","tests","test_users_crud_comprehensive","TestUsersCRUDComprehensive","","","test_edit_existing_user","Test editing an existing user."
"broken","Wed Dec 24 10:03:08 UTC 2025","Wed Dec 24 10:03:08 UTC 2025","0","tests","test_end_to_end","TestEndToEnd","","","test_full_workflow_both_users[shashwatrane@codezyng.com-test1234]","Test full workflow for both user types."
"broken","Wed Dec 24 10:02:29 UTC 2025","Wed Dec 24 10:02:29 UTC 2025","0","tests","test_branch","TestBranch","","","test_branch_direct_url_access","Test direct URL access to branch page when logged in."
"broken","Wed Dec 24 10:02:21 UTC 2025","Wed Dec 24 10:02:21 UTC 2025","0","tests","test_accessibility","TestAccessibility","","","test_error_message_accessibility","Test error messages are accessible."
"broken","Wed Dec 24 10:03:44 UTC 2025","Wed Dec 24 10:03:44 UTC 2025","0","tests","test_reports","TestReports","","","test_reports_export_functionality","Test export functionality on reports page."
"broken","Wed Dec 24 10:02:59 UTC 2025","Wed Dec 24 10:02:59 UTC 2025","0","tests","test_edge_cases","TestEdgeCases","","","test_unicode_in_inputs","Test Unicode characters in input fields."
"broken","Wed Dec 24 10:03:50 UTC 2025","Wed Dec 24 10:03:50 UTC 2025","0","tests","test_reports_comprehensive","TestReportsComprehensive","","","test_pagination_page_number_selection","Test pagination - selecting specific page number."
"broken","Wed Dec 24 10:03:26 UTC 2025","Wed Dec 24 10:03:26 UTC 2025","0","tests","test_pagination_comprehensive","TestPaginationComprehensive","","","test_pagination_last_page_button","Test pagination last page button."
"broken","Wed Dec 24 10:04:15 UTC 2025","Wed Dec 24 10:04:15 UTC 2025","0","tests","test_tasks_comprehensive","TestTasksComprehensive","","","test_view_task_details","Test viewing task details."
"broken","Wed Dec 24 10:04:45 UTC 2025","Wed Dec 24 10:04:45 UTC 2025","0","tests","test_users","TestUsers","","","test_users_table_structure","Test users table structure."
"broken","Wed Dec 24 10:03:23 UTC 2025","Wed Dec 24 10:03:23 UTC 2025","0","tests","test_pagination_comprehensive","TestPaginationComprehensive","","","test_users_pagination_previous_page","Test users pagination - previous page."
"broken","Wed Dec 24 10:02:43 UTC 2025","Wed Dec 24 10:02:43 UTC 2025","0","tests","test_comprehensive_login","TestLoginComprehensive","","","test_login_with_different_credentials[shashwatrane@codezyng.com--False]","Test login with various credential combinations."
"broken","Wed Dec 24 10:02:45 UTC 2025","Wed Dec 24 10:02:45 UTC 2025","0","tests","test_comprehensive_login","TestLoginComprehensive","","","test_direct_dashboard_access_blocked","Test that direct dashboard access is blocked without login."
"broken","Wed Dec 24 10:02:42 UTC 2025","Wed Dec 24 10:02:42 UTC 2025","0","tests","test_comprehensive_login","TestLoginComprehensive","","","test_login_with_different_credentials[-test1234-False]","Test login with various credential combinations."
"broken","Wed Dec 24 10:03:11 UTC 2025","Wed Dec 24 10:03:11 UTC 2025","0","tests","test_invalid_login","TestInvalidLogin","","","test_login_with_sql_injection_attempt","Test login with SQL injection attempts."
"broken","Wed Dec 24 10:04:14 UTC 2025","Wed Dec 24 10:04:14 UTC 2025","0","tests","test_tasks_comprehensive","TestTasksComprehensive","","","test_add_task_minimum_fields","Test adding task with minimum required fields."
"broken","Wed Dec 24 10:02:26 UTC 2025","Wed Dec 24 10:02:26 UTC 2025","0","tests","test_branch","TestBranch","","","test_create_branch_form_elements","Test create branch form elements."
"broken","Wed Dec 24 10:04:01 UTC 2025","Wed Dec 24 10:04:01 UTC 2025","0","tests","test_security","TestSecurity","","","test_sql_injection_in_login_email","Test SQL injection protection in email field."
"broken","Wed Dec 24 10:02:23 UTC 2025","Wed Dec 24 10:02:23 UTC 2025","0","tests","test_branch","TestBranch","","","test_branch_page_elements_present","Test that branch page has all expected elements."
"broken","Wed Dec 24 10:02:37 UTC 2025","Wed Dec 24 10:02:37 UTC 2025","0","tests","test_comprehensive_dashboard","TestDashboardComprehensive","","","test_dashboard_refresh","Test that dashboard works correctly after page refresh."
"broken","Wed Dec 24 10:03:21 UTC 2025","Wed Dec 24 10:03:21 UTC 2025","0","tests","test_navigation","TestNavigation","","","test_page_navigation_flow","Test navigation between pages."
"broken","Wed Dec 24 10:02:43 UTC 2025","Wed Dec 24 10:02:43 UTC 2025","0","tests","test_comprehensive_login","TestLoginComprehensive","","","test_admin_login_flow","Test complete admin login flow."
"broken","Wed Dec 24 10:04:11 UTC 2025","Wed Dec 24 10:04:11 UTC 2025","0","tests","test_tasks","TestTasks","","","test_view_task_functionality","Test viewing a task."
"broken","Wed Dec 24 10:03:32 UTC 2025","Wed Dec 24 10:03:32 UTC 2025","0","tests","test_performance","TestPerformance","","","test_api_response_time","Test API response times."
"broken","Wed Dec 24 10:04:44 UTC 2025","Wed Dec 24 10:04:44 UTC 2025","0","tests","test_users","TestUsers","","","test_fill_user_form","Test filling user creation form."
"broken","Wed Dec 24 10:03:09 UTC 2025","Wed Dec 24 10:03:09 UTC 2025","0","tests","test_invalid_login","TestInvalidLogin","","","test_login_with_invalid_password","Test login with invalid password."
"broken","Wed Dec 24 10:02:25 UTC 2025","Wed Dec 24 10:02:25 UTC 2025","0","tests","test_branch","TestBranch","","","test_branch_filter_by_status","Test filtering branches by status."
"broken","Wed Dec 24 10:02:44 UTC 2025","Wed Dec 24 10:02:44 UTC 2025","0","tests","test_comprehensive_login","TestLoginComprehensive","","","test_login_with_whitespace_in_email","Test login with whitespace in email (should be trimmed)."
"broken","Wed Dec 24 10:03:12 UTC 2025","Wed Dec 24 10:03:12 UTC 2025","0","tests","test_invalid_login","TestInvalidLogin","","","test_login_with_very_long_credentials","Test login with very long email and password."
"broken","Wed Dec 24 10:03:29 UTC 2025","Wed Dec 24 10:03:29 UTC 2025","0","tests","test_pagination_comprehensive","TestPaginationComprehensive","","","test_pagination_with_search","Test pagination works with search results."
"broken","Wed Dec 24 10:04:12 UTC 2025","Wed Dec 24 10:04:12 UTC 2025","0","tests","test_tasks","TestTasks","","","test_tasks_table_structure","Test tasks table structure."
"broken","Wed Dec 24 10:02:42 UTC 2025","Wed Dec 24 10:02:42 UTC 2025","0","tests","test_comprehensive_login","TestLoginComprehensive","","","test_login_with_different_credentials[invalid@email.com-wrongpass-False]","Test login with various credential combinations."
"broken","Wed Dec 24 10:04:20 UTC 2025","Wed Dec 24 10:04:20 UTC 2025","0","tests","test_ui_elements","TestUIElements","","","test_page_title_present","Test that page has a title."
"broken","Wed Dec 24 10:03:56 UTC 2025","Wed Dec 24 10:03:56 UTC 2025","0","tests","test_search_comprehensive","TestSearchComprehensive","","","test_search_tasks_by_title","Test searching tasks by title."
"broken","Wed Dec 24 10:03:20 UTC 2025","Wed Dec 24 10:03:20 UTC 2025","0","tests","test_navigation","TestNavigation","","","test_logout_and_login_again","Test that user can login again after logout."
"broken","Wed Dec 24 10:02:53 UTC 2025","Wed Dec 24 10:02:53 UTC 2025","0","tests","test_data_validation","TestDataValidation","","","test_password_strength_validation","Test password strength validation."
"broken","Wed Dec 24 10:03:04 UTC 2025","Wed Dec 24 10:03:04 UTC 2025","0","tests","test_edge_cases","TestEdgeCases","","","test_extreme_viewport_sizes","Test application on extreme viewport sizes."
"broken","Wed Dec 24 10:03:19 UTC 2025","Wed Dec 24 10:03:19 UTC 2025","0","tests","test_navigation","TestNavigation","","","test_navigation_menu_visible","Test that navigation menu is available after login."
"broken","Wed Dec 24 10:03:58 UTC 2025","Wed Dec 24 10:03:58 UTC 2025","0","tests","test_search_comprehensive","TestSearchComprehensive","","","test_search_empty_results","Test search with no results."
"broken","Wed Dec 24 10:04:28 UTC 2025","Wed Dec 24 10:04:28 UTC 2025","0","tests","test_unauthorized_access","TestUnauthorizedAccess","","","test_unauthorized_user_navigation_restrictions","Test that unauthorized user sees restricted navigation."
"broken","Wed Dec 24 10:02:36 UTC 2025","Wed Dec 24 10:02:36 UTC 2025","0","tests","test_comprehensive_dashboard","TestDashboardComprehensive","","","test_dashboard_navigation","Test navigation elements on dashboard."
"broken","Wed Dec 24 10:04:22 UTC 2025","Wed Dec 24 10:04:22 UTC 2025","0","tests","test_ui_elements","TestUIElements","","","test_page_responsiveness","Test page responsiveness to interactions."
"broken","Wed Dec 24 10:04:06 UTC 2025","Wed Dec 24 10:04:06 UTC 2025","0","tests","test_security","TestSecurity","","","test_open_redirect_vulnerability","Test open redirect vulnerability."
"broken","Wed Dec 24 10:03:27 UTC 2025","Wed Dec 24 10:03:27 UTC 2025","0","tests","test_pagination_comprehensive","TestPaginationComprehensive","","","test_pagination_disabled_on_last_page","Test pagination buttons are disabled on last page."
"broken","Wed Dec 24 10:04:04 UTC 2025","Wed Dec 24 10:04:04 UTC 2025","0","tests","test_security","TestSecurity","","","test_content_security_policy","Test Content Security Policy headers."
"broken","Wed Dec 24 10:04:43 UTC 2025","Wed Dec 24 10:04:43 UTC 2025","0","tests","test_users","TestUsers","","","test_create_user_button_visible","Test that create user button is visible."
"broken","Wed Dec 24 10:04:11 UTC 2025","Wed Dec 24 10:04:11 UTC 2025","0","tests","test_tasks","TestTasks","","","test_edit_task_functionality","Test editing a task."
"broken","Wed Dec 24 10:02:48 UTC 2025","Wed Dec 24 10:02:48 UTC 2025","0","tests","test_dashboard_elements","TestDashboardElements","","","test_user_location_section_present","Test that User Live Approx. Location section is present."
"broken","Wed Dec 24 10:04:36 UTC 2025","Wed Dec 24 10:04:36 UTC 2025","0","tests","test_username_password_normalization","TestUsernamePasswordNormalization","","","test_username_uppercase_with_spaces_should_pass","Test that username in uppercase with spaces should pass (both trimmed and case-normalized)."
"broken","Wed Dec 24 10:02:54 UTC 2025","Wed Dec 24 10:02:54 UTC 2025","0","tests","test_data_validation","TestDataValidation","","","test_required_field_validation","Test required field validation."
"broken","Wed Dec 24 10:04:09 UTC 2025","Wed Dec 24 10:04:09 UTC 2025","0","tests","test_tasks","TestTasks","","","test_create_task_form_elements","Test create task form elements."
"broken","Wed Dec 24 10:04:23 UTC 2025","Wed Dec 24 10:04:23 UTC 2025","0","tests","test_ui_elements","TestUIElements","","","test_page_load_performance","Test page load performance."
"broken","Wed Dec 24 10:04:43 UTC 2025","Wed Dec 24 10:04:43 UTC 2025","0","tests","test_users","TestUsers","","","test_create_user_form_elements","Test create user form elements."
"broken","Wed Dec 24 10:03:13 UTC 2025","Wed Dec 24 10:03:13 UTC 2025","0","tests","test_invalid_login","TestInvalidLogin","","","test_login_error_messages","Test that appropriate error messages are shown for invalid login."
"broken","Wed Dec 24 10:03:46 UTC 2025","Wed Dec 24 10:03:46 UTC 2025","0","tests","test_reports_comprehensive","TestReportsComprehensive","","","test_view_report_details","Test viewing report details."
"broken","Wed Dec 24 10:04:38 UTC 2025","Wed Dec 24 10:04:38 UTC 2025","0","tests","test_username_password_normalization","TestUsernamePasswordNormalization","","","test_various_username_password_combinations[  SHASHWATRANE@CODEZYNG.COM  -test1234-True]","Test various combinations of username and password normalization."
"broken","Wed Dec 24 10:02:46 UTC 2025","Wed Dec 24 10:02:46 UTC 2025","0","tests","test_comprehensive_login","TestLoginComprehensive","","","test_multiple_login_attempts","Test multiple login attempts."
"broken","Wed Dec 24 10:04:34 UTC 2025","Wed Dec 24 10:04:34 UTC 2025","0","tests","test_username_password_normalization","TestUsernamePasswordNormalization","","","test_username_case_variations_should_all_pass","Test various username case variations should all pass."
"broken","Wed Dec 24 10:03:31 UTC 2025","Wed Dec 24 10:03:31 UTC 2025","0","tests","test_performance","TestPerformance","","","test_image_load_performance","Test image loading performance."
"broken","Wed Dec 24 10:04:18 UTC 2025","Wed Dec 24 10:04:18 UTC 2025","0","tests","test_tasks_comprehensive","TestTasksComprehensive","","","test_search_tasks","Test searching tasks."
"broken","Wed Dec 24 10:03:22 UTC 2025","Wed Dec 24 10:03:22 UTC 2025","0","tests","test_pagination_comprehensive","TestPaginationComprehensive","","","test_reports_pagination_previous_page","Test reports pagination - previous page."
"broken","Wed Dec 24 10:03:49 UTC 2025","Wed Dec 24 10:03:49 UTC 2025","0","tests","test_reports_comprehensive","TestReportsComprehensive","","","test_pagination_previous_page","Test pagination - previous page."
"broken","Wed Dec 24 10:04:13 UTC 2025","Wed Dec 24 10:04:13 UTC 2025","0","tests","test_tasks","TestTasks","","","test_tasks_direct_url_access","Test direct URL access to tasks page when logged in."
"broken","Wed Dec 24 10:02:37 UTC 2025","Wed Dec 24 10:02:37 UTC 2025","0","tests","test_comprehensive_dashboard","TestDashboardComprehensive","","","test_dashboard_url_direct_access","Test direct dashboard URL access when logged in."
"broken","Wed Dec 24 10:03:03 UTC 2025","Wed Dec 24 10:03:03 UTC 2025","0","tests","test_edge_cases","TestEdgeCases","","","test_network_timeout_handling","Test handling of network timeouts."
"broken","Wed Dec 24 10:04:52 UTC 2025","Wed Dec 24 10:04:52 UTC 2025","0","tests","test_users_crud_comprehensive","TestUsersCRUDComprehensive","","","test_filter_users_after_adding","Test filtering users after adding new user."
"broken","Wed Dec 24 10:03:44 UTC 2025","Wed Dec 24 10:03:44 UTC 2025","0","tests","test_reports","TestReports","","","test_reports_pagination","Test pagination on reports page."
"broken","Wed Dec 24 10:03:59 UTC 2025","Wed Dec 24 10:03:59 UTC 2025","0","tests","test_search_comprehensive","TestSearchComprehensive","","","test_search_partial_match","Test partial match in search."
"broken","Wed Dec 24 10:03:41 UTC 2025","Wed Dec 24 10:03:41 UTC 2025","0","tests","test_reports","TestReports","","","test_reports_page_loads","Test that reports page loads correctly."
"broken","Wed Dec 24 10:02:21 UTC 2025","Wed Dec 24 10:02:21 UTC 2025","0","tests","test_accessibility","TestAccessibility","","","test_skip_links","Test skip to main content links."
"broken","Wed Dec 24 10:03:36 UTC 2025","Wed Dec 24 10:03:36 UTC 2025","0","tests","test_positive_cases","TestPositiveCases","","","test_user_search_functionality","Test user search works correctly."
"broken","Wed Dec 24 10:03:25 UTC 2025","Wed Dec 24 10:03:25 UTC 2025","0","tests","test_pagination_comprehensive","TestPaginationComprehensive","","","test_tasks_pagination_next_page","Test tasks pagination - next page."
"broken","Wed Dec 24 10:02:55 UTC 2025","Wed Dec 24 10:02:55 UTC 2025","0","tests","test_data_validation","TestDataValidation","","","test_numeric_validation","Test numeric field validation."
"broken","Wed Dec 24 10:03:08 UTC 2025","Wed Dec 24 10:03:08 UTC 2025","0","tests","test_end_to_end","TestEndToEnd","","","test_full_workflow_both_users[shishir@codezyng.com-test12345]","Test full workflow for both user types."
"broken","Wed Dec 24 10:02:54 UTC 2025","Wed Dec 24 10:02:54 UTC 2025","0","tests","test_data_validation","TestDataValidation","","","test_max_length_validation","Test maximum length validation for input fields."
"broken","Wed Dec 24 10:03:53 UTC 2025","Wed Dec 24 10:03:53 UTC 2025","0","tests","test_reports_comprehensive","TestReportsComprehensive","","","test_delete_report_with_confirmation","Test deleting report with confirmation."
"broken","Wed Dec 24 10:03:10 UTC 2025","Wed Dec 24 10:03:10 UTC 2025","0","tests","test_invalid_login","TestInvalidLogin","","","test_login_with_empty_credentials","Test login with empty email and password."
"broken","Wed Dec 24 10:03:42 UTC 2025","Wed Dec 24 10:03:42 UTC 2025","0","tests","test_reports","TestReports","","","test_reports_search_functionality","Test search functionality on reports page."
"broken","Wed Dec 24 10:03:22 UTC 2025","Wed Dec 24 10:03:22 UTC 2025","0","tests","test_pagination_comprehensive","TestPaginationComprehensive","","","test_reports_pagination_next_page","Test reports pagination - next page."
"broken","Wed Dec 24 10:03:34 UTC 2025","Wed Dec 24 10:03:34 UTC 2025","0","tests","test_positive_cases","TestPositiveCases","","","test_successful_login_with_valid_credentials","Test successful login with valid admin credentials."
"broken","Wed Dec 24 10:03:35 UTC 2025","Wed Dec 24 10:03:35 UTC 2025","0","tests","test_positive_cases","TestPositiveCases","","","test_navigation_to_all_sections","Test navigation to all available sections."
"broken","Wed Dec 24 10:03:54 UTC 2025","Wed Dec 24 10:03:54 UTC 2025","0","tests","test_search_comprehensive","TestSearchComprehensive","","","test_search_users_by_name","Test searching users by name."
"broken","Wed Dec 24 10:04:29 UTC 2025","Wed Dec 24 10:04:29 UTC 2025","0","tests","test_unauthorized_access","TestUnauthorizedAccess","","","test_unauthorized_vs_authorized_credentials","Test difference between authorized and unauthorized credentials."
"broken","Wed Dec 24 10:04:24 UTC 2025","Wed Dec 24 10:04:24 UTC 2025","0","tests","test_ui_elements","TestUIElements","","","test_form_validation","Test form validation on login."
"broken","Wed Dec 24 10:04:25 UTC 2025","Wed Dec 24 10:04:25 UTC 2025","0","tests","test_unauthorized_access","TestUnauthorizedAccess","","","test_unauthorized_user_login_attempt","Test that unauthorized user cannot login to admin portal."
"broken","Wed Dec 24 10:03:18 UTC 2025","Wed Dec 24 10:03:18 UTC 2025","0","tests","test_login","","","","test_login_with_trimmed_and_uppercase_email[KRANJITH@CODEZYNG.COM-test1234]","
    Backend trims spaces and normalizes email case
    "
"broken","Wed Dec 24 10:04:27 UTC 2025","Wed Dec 24 10:04:27 UTC 2025","0","tests","test_unauthorized_access","TestUnauthorizedAccess","","","test_unauthorized_user_tasks_access","Test that unauthorized user cannot access tasks section."
"broken","Wed Dec 24 10:03:42 UTC 2025","Wed Dec 24 10:03:42 UTC 2025","0","tests","test_reports","TestReports","","","test_reports_filter_functionality","Test filter functionality on reports page."
"broken","Wed Dec 24 10:04:29 UTC 2025","Wed Dec 24 10:04:29 UTC 2025","0","tests","test_unauthorized_access","TestUnauthorizedAccess","","","test_unauthorized_user_session_handling","Test session handling for unauthorized user."
"broken","Wed Dec 24 10:03:06 UTC 2025","Wed Dec 24 10:03:06 UTC 2025","0","tests","test_end_to_end","TestEndToEnd","","","test_complete_user_journey_user","Test complete user journey for regular user."
"broken","Wed Dec 24 10:04:41 UTC 2025","Wed Dec 24 10:04:41 UTC 2025","0","tests","test_users","TestUsers","","","test_users_page_elements_present","Test that users page has all expected elements."
"broken","Wed Dec 24 10:02:32 UTC 2025","Wed Dec 24 10:02:32 UTC 2025","0","tests","test_complete_workflow","TestCompleteWorkflow","","","test_complete_settings_workflow","Test complete settings workflow."
"broken","Wed Dec 24 10:03:25 UTC 2025","Wed Dec 24 10:03:25 UTC 2025","0","tests","test_pagination_comprehensive","TestPaginationComprehensive","","","test_pagination_page_numbers","Test clicking specific page numbers."
"broken","Wed Dec 24 10:02:35 UTC 2025","Wed Dec 24 10:02:35 UTC 2025","0","tests","test_comprehensive_dashboard","TestDashboardComprehensive","","","test_dashboard_loads_after_login","Test that dashboard loads correctly after login."
"broken","Wed Dec 24 10:04:39 UTC 2025","Wed Dec 24 10:04:39 UTC 2025","0","tests","test_username_password_normalization","TestUsernamePasswordNormalization","","","test_various_username_password_combinations[shashwatrane@codezyng.com-  TEST1234  -False]","Test various combinations of username and password normalization."
"broken","Wed Dec 24 10:03:02 UTC 2025","Wed Dec 24 10:03:02 UTC 2025","0","tests","test_edge_cases","TestEdgeCases","","","test_page_refresh_during_action","Test page refresh during an action."
"broken","Wed Dec 24 10:04:34 UTC 2025","Wed Dec 24 10:04:34 UTC 2025","0","tests","test_username_password_normalization","TestUsernamePasswordNormalization","","","test_username_mixed_case_should_pass","Test that username in mixed case should pass (case-insensitive)."
"broken","Wed Dec 24 10:03:57 UTC 2025","Wed Dec 24 10:03:57 UTC 2025","0","tests","test_search_comprehensive","TestSearchComprehensive","","","test_search_case_insensitive","Test search is case insensitive."
"broken","Wed Dec 24 10:02:18 UTC 2025","Wed Dec 24 10:02:18 UTC 2025","0","tests","test_accessibility","TestAccessibility","","","test_aria_labels","Test ARIA labels on interactive elements."
"broken","Wed Dec 24 10:04:33 UTC 2025","Wed Dec 24 10:04:33 UTC 2025","0","tests","test_username_password_normalization","TestUsernamePasswordNormalization","","","test_username_uppercase_should_pass","Test that username in uppercase should pass (case-insensitive, auto-converted to lowercase)."
"broken","Wed Dec 24 10:02:50 UTC 2025","Wed Dec 24 10:02:50 UTC 2025","0","tests","test_dashboard_elements","TestDashboardElements","","","test_refresh_button_functionality","Test refresh button functionality."
"broken","Wed Dec 24 10:03:33 UTC 2025","Wed Dec 24 10:03:33 UTC 2025","0","tests","test_performance","TestPerformance","","","test_memory_usage","Test memory usage during operations."
"broken","Wed Dec 24 10:04:46 UTC 2025","Wed Dec 24 10:04:46 UTC 2025","0","tests","test_users","TestUsers","","","test_users_pagination","Test pagination on users page."
"broken","Wed Dec 24 10:03:01 UTC 2025","Wed Dec 24 10:03:01 UTC 2025","0","tests","test_edge_cases","TestEdgeCases","","","test_rapid_button_clicks","Test handling of rapid button clicks."
"broken","Wed Dec 24 10:02:27 UTC 2025","Wed Dec 24 10:02:27 UTC 2025","0","tests","test_branch","TestBranch","","","test_view_branch_functionality","Test viewing a branch."
"broken","Wed Dec 24 10:04:08 UTC 2025","Wed Dec 24 10:04:08 UTC 2025","0","tests","test_tasks","TestTasks","","","test_tasks_filter_by_status","Test filtering tasks by status."
"broken","Wed Dec 24 10:04:27 UTC 2025","Wed Dec 24 10:04:27 UTC 2025","0","tests","test_unauthorized_access","TestUnauthorizedAccess","","","test_unauthorized_user_branch_access","Test that unauthorized user cannot access branch management."
"broken","Wed Dec 24 10:04:42 UTC 2025","Wed Dec 24 10:04:42 UTC 2025","0","tests","test_users","TestUsers","","","test_users_filter_by_role","Test filtering users by role."
"broken","Wed Dec 24 10:04:06 UTC 2025","Wed Dec 24 10:04:06 UTC 2025","0","tests","test_tasks","TestTasks","","","test_tasks_page_loads","Test that tasks page loads correctly."
"broken","Wed Dec 24 10:04:02 UTC 2025","Wed Dec 24 10:04:02 UTC 2025","0","tests","test_security","TestSecurity","","","test_csrf_protection","Test CSRF token protection."
"broken","Wed Dec 24 10:03:24 UTC 2025","Wed Dec 24 10:03:24 UTC 2025","0","tests","test_pagination_comprehensive","TestPaginationComprehensive","","","test_branch_pagination_previous_page","Test branch pagination - previous page."
"broken","Wed Dec 24 10:02:46 UTC 2025","Wed Dec 24 10:02:46 UTC 2025","0","tests","test_comprehensive_login","TestLoginComprehensive","","","test_session_persistence","Test that session persists after login."
"broken","Wed Dec 24 10:04:09 UTC 2025","Wed Dec 24 10:04:09 UTC 2025","0","tests","test_tasks","TestTasks","","","test_create_task_button_visible","Test that create task button is visible."
"broken","Wed Dec 24 10:03:43 UTC 2025","Wed Dec 24 10:03:43 UTC 2025","0","tests","test_reports","TestReports","","","test_view_report_functionality","Test viewing a report."
"broken","Wed Dec 24 10:03:13 UTC 2025","Wed Dec 24 10:03:13 UTC 2025","0","tests","test_invalid_login","TestInvalidLogin","","","test_multiple_failed_login_attempts","Test multiple consecutive failed login attempts."
"broken","Wed Dec 24 10:03:16 UTC 2025","Wed Dec 24 10:03:16 UTC 2025","0","tests","test_login","","","","test_admin_login_success","
    Admin credentials should be able to access dashboard
    "
"broken","Wed Dec 24 10:04:05 UTC 2025","Wed Dec 24 10:04:05 UTC 2025","0","tests","test_security","TestSecurity","","","test_file_upload_security","Test file upload restrictions."
"broken","Wed Dec 24 10:04:16 UTC 2025","Wed Dec 24 10:04:16 UTC 2025","0","tests","test_tasks_comprehensive","TestTasksComprehensive","","","test_carry_forward_task","Test carrying forward a task to next period."
"broken","Wed Dec 24 10:03:47 UTC 2025","Wed Dec 24 10:03:47 UTC 2025","0","tests","test_reports_comprehensive","TestReportsComprehensive","","","test_filter_reports_by_date_range","Test filtering reports from one date to another."
"broken","Wed Dec 24 10:03:59 UTC 2025","Wed Dec 24 10:03:59 UTC 2025","0","tests","test_search_comprehensive","TestSearchComprehensive","","","test_search_with_whitespace","Test search with leading/trailing whitespace."
"broken","Wed Dec 24 10:03:30 UTC 2025","Wed Dec 24 10:03:30 UTC 2025","0","tests","test_performance","TestPerformance","","","test_page_load_time","Test page load performance."
"broken","Wed Dec 24 10:03:35 UTC 2025","Wed Dec 24 10:03:35 UTC 2025","0","tests","test_positive_cases","TestPositiveCases","","","test_dashboard_displays_correctly","Test dashboard displays all expected elements."
"broken","Wed Dec 24 10:02:44 UTC 2025","Wed Dec 24 10:02:44 UTC 2025","0","tests","test_comprehensive_login","TestLoginComprehensive","","","test_user_login_flow_unauthorized","Test complete user login flow for unauthorized user."
"broken","Wed Dec 24 10:02:20 UTC 2025","Wed Dec 24 10:02:20 UTC 2025","0","tests","test_accessibility","TestAccessibility","","","test_focus_indication","Test focus indication for keyboard users."
"broken","Wed Dec 24 10:02:51 UTC 2025","Wed Dec 24 10:02:51 UTC 2025","0","tests","test_dashboard_elements","TestDashboardElements","","","test_dashboard_interactive_elements","Test that dashboard has interactive elements."
"broken","Wed Dec 24 10:04:07 UTC 2025","Wed Dec 24 10:04:07 UTC 2025","0","tests","test_tasks","TestTasks","","","test_tasks_page_elements_present","Test that tasks page has all expected elements."
"broken","Wed Dec 24 10:03:56 UTC 2025","Wed Dec 24 10:03:56 UTC 2025","0","tests","test_search_comprehensive","TestSearchComprehensive","","","test_search_branches_by_code","Test searching branches by code."
"broken","Wed Dec 24 10:04:25 UTC 2025","Wed Dec 24 10:04:25 UTC 2025","0","tests","test_unauthorized_access","TestUnauthorizedAccess","","","test_unauthorized_user_direct_dashboard_access","Test that unauthorized user cannot access dashboard via direct URL."
